Rank;Name;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales
384;Monster Hunter 4;3DS;2013;Role-Playing;Capcom;0;0;344;0;344
385;Borderlands;X360;2009;Shooter;Take-Two Interactive;239;73;3;29;344
386;Tekken 4;PS2;2002;Fighting;Namco Bandai Games;155;127;33;29;344
387;Battlefield 4;PS4;2013;Shooter;Electronic Arts;134;154;17;38;343
390;Final Fantasy III;SNES;1994;Role-Playing;SquareSoft;86;0;255;2;342
388;LittleBigPlanet 2;PS3;2011;Platform;Sony Computer Entertainment;182;107;6;47;342
389;Grand Theft Auto 2;PS;1998;Action;Take-Two Interactive;113;207;0;22;342
392;F-1 Race;GB;1990;Racing;Nintendo;173;69;59;4;341
391;Spider-Man 2;PS2;2004;Action;Activision;175;12;2;43;341
393;FIFA Soccer 2003;PS2;2002;Sports;Electronic Arts;46;228;5;61;34
394;Crash Bash;PS;2000;Misc;Sony Computer Entertainment;156;147;19;17;339
397;The Legend of Zelda: Spirit Tracks;DS;2009;Action;Nintendo;143;94;74;27;338
395;LEGO Batman: The Videogame;X360;2008;Action;Warner Bros. Interactive Entertainment;203;103;0;32;338
396;Metal Gear Solid V: The Phantom Pain;PS4;2015;Action;Konami Digital Entertainment;108;135;48;47;338
399;The Legend of Zelda: Majora's Mask;N64;2000;Action;Nintendo;19;67;73;6;336
398;WWF War Zone;PS;1998;Fighting;Acclaim Entertainment;247;76;0;13;336
400;Professor Layton and the Unwound Future;DS;2008;Puzzle;Nintendo;65;161;82;28;336
402;Assassin's Creed IV: Black Flag;X360;2013;Action;Ubisoft;19;114;1;29;334
401;Rugrats: Search For Reptar;PS;1998;Adventure;THQ;163;153;0;18;334
403;English Training: Have Fun Improving Your Skills!;DS;2006;Misc;Nintendo;0;99;232;2;333
405;Ratchet & Clank;PS2;2002;Platform;Sony Computer Entertainment;144;101;57;3;333
404;James Bond 007: Nightfire;PS2;2002;Shooter;Electronic Arts;145;129;12;46;333
406;Mario Party 9;Wii;2012;Misc;Nintendo;115;117;76;24;332
407;Star Wars Episode III: Revenge of the Sith;PS2;2005;Action;LucasArts;147;139;3;43;332
408;Max Payne;PS2;2001;Shooter;Take-Two Interactive;199;105;5;22;331
411;Destiny;XOne;2014;Shooter;Activision;213;92;0;23;328
409;The Lord of the Rings: The Return of the King;PS2;2003;Action;Electronic Arts;15;128;5;46;328
410;Assassin's Creed Syndicate;PS4;2015;Action;Ubisoft;8;192;6;5;328
412;True Crime: Streets of LA;PS2;2003;Action;Activision;189;105;2;31;327
413;Wii Music;Wii;2008;Misc;Nintendo;136;113;46;32;327
414;Gran Turismo (PSP);PSP;2009;Racing;Sony Computer Entertainment;5;159;31;87;327
415;Monster Hunter X;3DS;2015;Action;Capcom;25;19;278;4;326
416;Tekken;PS;1995;Fighting;Sony Computer Entertainment;95;13;77;22;324
418;L.A. Noire;PS3;2011;Adventure;Take-Two Interactive;127;133;12;51;323
417;FIFA 16;XOne;2015;Sports;Electronic Arts;88;211;0;23;323
420;Yokai Watch 2 Ganso/Honke;3DS;2014;Role-Playing;Nintendo;3;0;318;0;322
419;Madden NFL 16;PS4;2015;Sports;Electronic Arts;233;3;0;59;322
421;007: Tomorrow Never Dies;PS;1999;Shooter;Electronic Arts;172;133;0;16;321
422;Baseball;NES;1983;Sports;Nintendo;73;1;235;2;32
423;Killer Instinct;SNES;1995;Fighting;Nintendo;226;72;12;1;32
424;WWF SmackDown! 2: Know Your Role;PS;2000;Fighting;THQ;176;121;7;16;32
427;Dragon Quest VI: Maboroshi no Daichi;SNES;1995;Role-Playing;Enix Corporation;0;0;319;0;319
425;Crisis Core: Final Fantasy VII;PSP;2007;Role-Playing;Square Enix;135;6;8;44;319
428;Dance Central;X360;2010;Misc;MTV Games;215;77;1;26;319
426;God of War: Chains of Olympus;PSP;2008;Action;Sony Computer Entertainment;148;101;4;66;319
430;Super Mario Maker;WiiU;2015;Platform;Nintendo;118;87;93;2;318
429;Enter the Matrix;PS2;2003;Action;Atari;178;112;9;19;318
433;Rhythm Heaven;DS;2008;Misc;Nintendo;58;51;193;14;317
434;Ace Combat 04: Shattered Skies;PS2;2001;Simulation;Sony Computer Entertainment Europe;206;56;38;17;317
431;Fallout: New Vegas;PS3;2010;Role-Playing;Bethesda Softworks;152;108;1;47;317
435;Club Penguin: Elite Penguin Force;DS;2008;Adventure;Disney Interactive Studios;188;98;0;3;316
436;Animal Crossing;GC;2001;Simulation;Nintendo;192;16;99;9;315
439;Resident Evil 6;PS3;2012;Shooter;Capcom;88;97;88;42;315
440;Halo: The Master Chief Collection;XOne;2014;Shooter;Microsoft Game Studios;189;99;3;24;315
378;FIFA Soccer 2004;PS2;N/A;Sports;Electronic Arts;59;236;4;51;349
437;LEGO Batman: The Videogame;DS;2008;Action;Warner Bros. Interactive Entertainment;179;106;0;29;315
438;Sonic Rush;DS;2005;Platform;Sega;122;157;6;29;315
441;FIFA Soccer 08;PS2;2007;Sports;Electronic Arts;68;0;0;246;314
442;Spider-Man;PS;2000;Action;Activision;17;125;2;16;313
447;Dragon Warrior IV;NES;1990;Role-Playing;Enix Corporation;8;0;303;1;312
445;Personal Trainer: Cooking;DS;2006;Misc;Nintendo;91;1;103;17;312
444;Star Wars Episode I Racer;N64;1999;Racing;Nintendo;231;62;14;4;312
443;Need for Speed III: Hot Pursuit;PS;1998;Racing;Electronic Arts;214;86;0;13;312
446;The Elder Scrolls IV: Oblivion;PS3;2007;Role-Playing;Ubisoft;169;87;14;42;312
448;Heavy Rain;PS3;2010;Adventure;Sony Computer Entertainment;129;127;6;5;312
449;Mass Effect 2;X360;2010;Role-Playing;Electronic Arts;199;82;3;27;311
450;FIFA 15;X360;2014;Sports;Electronic Arts;78;202;0;3;311
451;Dragon Ball Z: Budokai;PS2;2002;Fighting;Atari;217;28;55;8;309
452;Madden NFL 2002;PS2;2001;Sports;Electronic Arts;25;16;1;42;308
453;World Class Track Meet;NES;1986;Sports;Namco Bandai Games;192;45;64;7;308
456;Donkey Kong;GB;1994;Platform;Nintendo;157;62;55;34;307
458;Mass Effect 3;X360;2012;Role-Playing;Electronic Arts;194;86;3;24;307
454;Borderlands 2;X360;2012;Shooter;Take-Two Interactive;189;91;4;24;307
455;The Legend of Zelda: A Link Between Worlds;3DS;2013;Action;Nintendo;14;99;46;22;307
457;The Sims: Vacation;PC;2002;Simulation;Electronic Arts;172;121;0;14;307
459;Kung Fu Panda;X360;2008;Action;Activision;191;84;0;29;305
461;Epic Mickey;Wii;2010;Platform;Disney Interactive Studios;206;64;12;22;304
460;Far Cry 3;X360;2012;Shooter;Ubisoft;138;135;2;28;304
462;Saints Row 2;X360;2008;Action;THQ;194;8;2;27;303
463;Rayman;PS;1995;Platform;Ubisoft;154;133;0;16;303
466;Mike Tyson's Punch-Out!!;NES;1987;Fighting;Nintendo;203;47;45;7;302
465;Tom Clancy's Splinter Cell;XB;2002;Action;Ubisoft;185;104;0;13;302
464;Killzone 2;PS3;2009;Shooter;Sony Computer Entertainment;14;107;8;47;302
467;WWE SmackDown! Shut Your Mouth;PS2;2002;Sports;THQ;145;113;7;38;302
8;Wii Play;Wii;2006;Misc;Nintendo;1403;92;293;285;2902
9;New Super Mario Bros. Wii;Wii;2009;Platform;Nintendo;1459;706;47;226;2862
10;Duck Hunt;NES;1984;Shooter;Nintendo;2693;63;28;47;2831
11;Nintendogs;DS;2005;Simulation;Nintendo;907;11;193;275;2476
12;Mario Kart DS;DS;2005;Racing;Nintendo;981;757;413;192;2342
13;Pokemon Gold/Pokemon Silver;GB;1999;Role-Playing;Nintendo;9;618;72;71;231
14;Wii Fit;Wii;2007;Sports;Nintendo;894;803;36;215;2272
16;Kinect Adventures!;X360;2010;Misc;Microsoft Game Studios;1497;494;24;167;2182
17;Grand Theft Auto V;PS3;2013;Action;Take-Two Interactive;701;927;97;414;214
18;Grand Theft Auto: San Andreas;PS2;2004;Action;Take-Two Interactive;943;4;41;1057;2081
19;Super Mario World;SNES;1990;Platform;Nintendo;1278;375;354;55;2061
20;Brain Age: Train Your Brain in Minutes a Day;DS;2005;Misc;Nintendo;475;926;416;205;2022
473;Star Fox;SNES;1993;Shooter;Nintendo;161;51;8;7;299
476;Devil May Cry;PS2;2001;Action;Capcom;136;86;64;13;299
474;The Sims: Livin Large;PC;2000;Misc;Electronic Arts;167;118;0;13;299
475;World Soccer Winning Eleven 6 International;PS2;2002;Sports;Konami Digital Entertainment;12;126;116;45;299
472;Middle-Earth: Shadow of Mordor;PS4;2014;Action;Warner Bros. Interactive Entertainment;101;141;5;53;299
477;Animal Crossing: Happy Home Designer;3DS;2015;Simulation;Nintendo;47;1;139;12;298
480;Star Wars: The Old Republic;PC;2011;Role-Playing;Electronic Arts;158;101;0;38;297
478;Battlefield: Bad Company 2;PS3;2010;Shooter;Electronic Arts;133;112;8;45;297
479;The Sims 4;PC;2014;Simulation;Electronic Arts;96;172;0;29;297
482;Kirby Super Star Ultra;DS;2008;Platform;Nintendo;157;4;119;15;296
483;Hitman 2: Silent Assassin;PS2;2002;Action;Eidos Interactive;136;115;4;41;296
481;Sonic Heroes;PS2;2003;Platform;Sega;104;137;6;49;296
432;LEGO Batman: The Videogame;Wii;N/A;Action;Warner Bros. Interactive Entertainment;186;102;0;29;317
484;Street Fighter IV;X360;2009;Fighting;Capcom;182;71;15;26;295
486;SOCOM II: U.S. Navy SEALs;PS2;2003;Shooter;Sony Computer Entertainment;222;51;6;15;294
485;Wave Race 64;N64;1996;Racing;Nintendo;198;58;34;4;294
488;inFAMOUS;PS3;2009;Action;Sony Computer Entertainment;176;69;12;37;294
489;Pac-Man Collection;GBA;2001;Puzzle;Atari;207;77;5;5;294
487;WWE SmackDown! vs. RAW 2006;PS2;2005;Fighting;THQ;145;111;4;33;294
490;Mass Effect;X360;2007;Role-Playing;Microsoft Game Studios;183;8;3;27;293
491;WarioWare: Smooth Moves;Wii;2006;Puzzle;Nintendo;87;106;73;26;292
493;Super Mario World 2: Yoshi's Island;GBA;2002;Platform;Nintendo;175;45;62;9;291
492;Cooking Mama: Cook Off;Wii;2007;Simulation;505 Games;143;113;5;3;291
495;Titanfall;XOne;2014;Shooter;Electronic Arts;184;8;4;22;29
497;Sega Superstars Tennis;X360;2008;Sports;Sega;175;86;0;28;29
496;Sonic Mega Collection Plus;PS2;2004;Misc;Sega;154;114;0;22;29
498;World Soccer Winning Eleven 7 International;PS2;2003;Sports;Konami Digital Entertainment;8;124;113;45;29
494;FIFA 14;PS4;2013;Sports;Electronic Arts;61;185;11;33;29
500;Hot Shots Golf 3;PS2;2001;Sports;Sony Computer Entertainment;99;32;138;2;289
501;Call of Duty: Finest Hour;PS2;2004;Shooter;Activision;151;112;1;24;289
499;Need for Speed: Most Wanted;PS3;2012;Racing;Electronic Arts;71;151;6;61;289
503;Syphon Filter;PS;1999;Shooter;Sony Computer Entertainment;203;72;2;11;288
502;Zumba Fitness 2;Wii;2011;Sports;Majesco Entertainment;154;107;0;28;288
504;Imagine: Babyz;DS;2007;Simulation;Ubisoft;13;127;0;31;288
505;Colin McRae Rally;PS;1998;Racing;Codemasters;9;243;12;22;287
507;Madden NFL 13;X360;2012;Sports;Electronic Arts;253;16;0;17;286
508;The Elder Scrolls III: Morrowind;XB;2002;Role-Playing;Ubisoft;209;63;3;11;286
506;Call of Duty: Ghosts;XOne;2013;Shooter;Activision;187;77;0;22;286
510;F-Zero;SNES;1990;Racing;Nintendo;137;51;89;7;285
511;Yoshi's Story;N64;1997;Platform;Nintendo;129;53;98;5;285
509;Mortal Kombat;PS3;2011;Fighting;Warner Bros. Interactive Entertainment;198;55;0;32;285
513;Skylanders: Spyro's Adventure;Wii;2011;Action;Activision;14;114;0;31;285
512;Command & Conquer: Red Alert;PC;1996;Strategy;Virgin Interactive;137;134;0;14;285
514;FIFA 16;PS3;2015;Sports;Electronic Arts;4;198;5;42;285
515;Assassin's Creed: Brotherhood;PS3;2010;Action;Ubisoft;187;57;11;3;284
517;Madden NFL 10;X360;2009;Sports;Electronic Arts;252;9;0;22;283
516;BioShock;X360;2007;Shooter;Take-Two Interactive;165;86;5;28;283
518;Medal of Honor;PS3;2010;Shooter;Electronic Arts;128;105;7;43;283
519;WWE SmackDown! vs. Raw;PS2;2002;Fighting;THQ;132;108;4;39;283
520;Metroid Prime;GC;2002;Shooter;Nintendo;196;67;1;9;282
521;Finding Nemo;GBA;2003;Action;THQ;159;105;4;14;282
471;wwe Smackdown vs. Raw 2006;PS2;N/A;Fighting;N/A;157;102;0;41;3
524;Imagine: Fashion Designer;DS;2007;Simulation;Ubisoft;132;119;0;3;281
523;Need for Speed: Hot Pursuit;PS3;2010;Racing;Electronic Arts;105;125;3;48;281
522;Myst;PC;1994;Adventure;Red Orb;2;279;0;0;281
527;Yoshi's Island DS;DS;2006;Platform;Nintendo;147;7;11;15;28
526;Star Wars: The Force Unleashed;X360;2008;Action;LucasArts;174;8;0;26;28
525;WWE SmackDown! Here Comes the Pain;PS2;2003;Fighting;THQ;132;106;4;38;28
532;Dragon Quest V: Tenkuu no Hanayome;SNES;1992;Role-Playing;Enix Corporation;0;0;278;1;279
528;Hot Shots Golf;PS;1997;Sports;Sony Computer Entertainment;29;2;213;18;279
535;NBA Street;PS2;2001;Sports;Electronic Arts;219;22;0;38;279
537;Monster Hunter Tri;3DS;2011;Role-Playing;Nintendo;46;29;196;7;279
533;Mortal Kombat Trilogy;PS;1996;Fighting;GT Interactive;198;7;0;11;279
530;A Bug's Life;PS;1998;Platform;Sony Computer Entertainment;196;72;0;11;279
529;Killzone 3;PS3;2011;Shooter;Sony Computer Entertainment;145;88;9;38;279
531;WWF SmackDown! Just Bring It;PS2;2001;Fighting;THQ;119;115;4;41;279
534;Battlefield 3;PC;2011;Shooter;Electronic Arts;89;143;0;48;279
536;Professor Layton and the Last Specter;DS;2009;Puzzle;Nintendo;3;147;68;34;279
538;Jak II;PS2;2003;Platform;Sony Computer Entertainment;168;74;0;36;278
540;Ratchet & Clank: Going Commando;PS2;2003;Platform;Sony Computer Entertainment;144;83;26;25;278
539;inFAMOUS: Second Son;PS4;2014;Action;Sony Computer Entertainment;127;97;7;47;278
541;Tekken 6;PS3;2009;Fighting;Namco Bandai Games;12;98;17;43;278
542;The Sims;PS2;2003;Simulation;Electronic Arts;141;112;0;24;277
544;Saints Row: The Third;X360;2011;Action;THQ;125;115;7;3;277
543;Sonic and the Secret Rings;Wii;2007;Platform;Sega;124;12;4;3;277
545;Missile Command;2600;1980;Shooter;Atari;256;17;0;3;276
546;Mario Paint;SNES;1992;Misc;Nintendo;143;54;71;7;275
547;Assassin's Creed IV: Black Flag;PS4;2013;Action;Ubisoft;107;131;6;31;274
549;Metroid;NES;1986;Action;Nintendo;133;31;104;5;273
548;Pok√©mon Stadium 2;N64;2000;Strategy;Nintendo;102;36;113;23;273
550;L.A. Noire;X360;2011;Adventure;Take-Two Interactive;152;94;2;24;272
551;Call of Duty 3;X360;2006;Shooter;Activision;149;93;2;27;271
553;Onimusha: Warlords;PS2;2001;Action;Virgin Interactive;99;48;109;14;27
552;The Legend of Zelda: A Link to the Past;GBA;2002;Action;Nintendo;175;52;33;1;27
555;Mario Party;N64;1998;Misc;Nintendo;125;53;87;5;27
554;Mortal Kombat X;PS4;2015;Fighting;Warner Bros. Interactive Entertainment;147;76;0;47;27
556;Madden NFL 12;X360;2011;Sports;Electronic Arts;242;11;0;16;269
558;Madden NFL 11;X360;2010;Sports;Electronic Arts;238;12;0;18;269
559;Mario vs. Donkey Kong: Mini-Land Mayhem!;DS;2010;Puzzle;Nintendo;163;52;35;18;269
557;LEGO Star Wars II: The Original Trilogy;PS2;2006;Action;LucasArts;185;64;1;19;269
562;Yokai Watch 2 Shinuchi;3DS;2014;Role-Playing;Level 5;0;0;268;0;268
564;Final Fantasy XIII-2;PS3;2011;Role-Playing;Square Enix;78;75;89;26;268
560;Skate 3;X360;2010;Sports;Electronic Arts;146;98;0;24;268
561;Burnout 3: Takedown;PS2;2004;Racing;Electronic Arts;123;111;0;34;268
563;Need for Speed: Shift;PS3;2009;Racing;Electronic Arts;69;141;4;53;268
565;Mortal Kombat;GEN;1992;Fighting;Arena Entertainment;195;63;0;9;267
567;Guitar Hero: World Tour;X360;2008;Misc;Activision;178;64;0;25;267
566;Call Of Duty 2: Big Red One;PS2;2005;Shooter;Activision;148;92;1;26;267
568;Medal of Honor;PS;1998;Shooter;Electronic Arts;144;109;0;14;267
569;Fable;XB;2004;Role-Playing;Microsoft Game Studios;199;58;0;9;266
574;Super Mario Bros.: The Lost Levels;NES;1986;Platform;Nintendo;0;0;265;0;265
575;Star Wars: Shadows of the Empire;N64;1996;Action;Nintendo;2;5;12;3;265
570;Hannah Montana;DS;2006;Action;Disney Interactive Studios;159;8;0;26;265
572;Skylanders Giants;Wii;2012;Action;Activision;156;88;0;22;265
571;Tom Clancy's Splinter Cell;PS2;2003;Action;Ubisoft;115;111;0;4;265
573;Medal of Honor Heroes;PSP;2006;Shooter;Electronic Arts;86;111;1;66;265
576;LEGO Star Wars: The Complete Saga;X360;2007;Action;LucasArts;153;87;0;24;264
580;God of War Collection;PS3;2009;Action;Sony Computer Entertainment;17;46;6;41;263
577;Midnight Club: Street Racing;PS2;2000;Racing;Take-Two Interactive;2;47;2;14;263
579;Halo Wars;X360;2009;Strategy;Microsoft Game Studios;153;82;4;24;263
578;Pac-Man: Adventures in Time;PSP;2006;Fighting;Sony Computer Entertainment;76;11;12;65;263
581;ESPN NFL 2K5;PS2;2004;Sports;Sega;215;12;0;36;262
585;NBA 2K12;X360;2011;Sports;Take-Two Interactive;231;14;1;16;262
583;Medal of Honor;X360;2010;Shooter;Electronic Arts;155;81;4;21;262
582;Mario Strikers Charged;Wii;2007;Sports;Nintendo;107;106;24;25;262
584;FIFA Soccer 10;X360;2009;Sports;Electronic Arts;59;179;1;23;262
586;Style Savvy;DS;2008;Simulation;Nintendo;63;84;96;19;261
587;Harry Potter and the Chamber of Secrets;PS2;2002;Action;Electronic Arts;9;122;4;44;261
588;Super Mario All-Stars: Limited Edition;Wii;2010;Platform;Nintendo;102;52;92;14;26
589;Streets of Rage;GEN;1990;Action;Sega;186;55;11;8;26
592;NBA Live 2005;PS2;2004;Sports;Electronic Arts;203;21;0;35;259
591;Ratchet & Clank Future: Tools of Destruction;PS3;2007;Platform;Sony Computer Entertainment;93;112;8;45;259
590;FIFA Soccer 09;PS3;2008;Sports;Electronic Arts;48;163;4;43;259
596;Monster Hunter Freedom 2;PSP;2007;Role-Playing;Capcom;37;27;175;18;258
597;WWE SmackDown vs. RAW 2007;PS2;2006;Fighting;THQ;14;88;3;26;258
593;LittleBigPlanet;PSP;2009;Platform;Sony Computer Entertainment;64;124;1;69;258
595;Ghostbusters: The Video Game (DS Version);X360;2009;Action;Take-Two Interactive;104;124;3;27;258
594;Killzone: Shadow Fall;PS4;2013;Shooter;Sony Computer Entertainment;89;133;7;28;258
601;Madden NFL 08;PS2;2007;Sports;Electronic Arts;214;8;0;35;257
600;Dragon Age: Origins;X360;2009;Role-Playing;Electronic Arts;176;56;3;22;257
598;Ratchet & Clank: Up Your Arsenal;PS2;2004;Platform;Sony Computer Entertainment;131;74;31;22;257
599;Art Academy;DS;2010;Misc;Nintendo;28;168;33;28;257
603;Dragon Warrior II;NES;1987;Role-Playing;Enix Corporation;15;0;241;0;256
604;Madden NFL 13;PS3;2012;Sports;Electronic Arts;211;23;0;22;256
602;Sonic Adventure 2 Battle;GC;2001;Platform;Sega;17;59;21;7;256
607;Madden NFL 09;X360;2008;Sports;Electronic Arts;221;12;0;2;254
605;Pok√©mon Colosseum;GC;2003;Role-Playing;Nintendo;121;57;7;7;254
606;Deca Sports;Wii;2008;Sports;Konami Digital Entertainment;113;87;29;25;254
612;Dragon Warrior;NES;1986;Role-Playing;Capcom;49;0;52;151;252
610;Perfect Dark;N64;2000;Action;Nintendo;155;75;16;6;252
611;Game Party;Wii;2007;Misc;Midway Games;15;78;0;24;252
609;Crazy Taxi;PS2;2001;Racing;Acclaim Entertainment;113;112;6;22;252
613;Tomb Raider (2013);PS3;2013;Action;Square Enix;6;131;8;52;251
614;Marvel: Ultimate Alliance;X360;2006;Role-Playing;Activision;229;2;0;19;25
615;PES 2009: Pro Evolution Soccer;PS2;2008;Sports;Konami Digital Entertainment;13;7;26;205;25
616;Mario Party 2;N64;1999;Misc;Nintendo;128;14;108;1;25
620;Mortal Kombat: Deadly Alliance;PS2;2002;Fighting;Midway Games;181;52;0;15;249
618;Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City;XB;2003;Action;Take-Two Interactive;184;56;0;9;249
619;LEGO Harry Potter: Years 1-4;Wii;2010;Action;Warner Bros. Interactive Entertainment;129;97;0;23;249
617;Saints Row: The Third;PS3;2011;Action;THQ;86;106;18;39;249
624;NBA 2K13;PS3;2012;Sports;Take-Two Interactive;172;44;5;27;248
621;Resistance 2;PS3;2008;Shooter;Sony Computer Entertainment;115;85;1;39;248
622;Pure;X360;2008;Racing;Disney Interactive Studios;138;85;0;25;248
623;Tomb Raider: The Last Revelation;PS;1998;Action;Eidos Interactive;115;114;6;13;248
626;NBA 2K14;X360;2013;Sports;Take-Two Interactive;21;2;0;17;247
627;Mario Party 4;GC;2002;Misc;Nintendo;113;36;92;7;247
628;uDraw Studio;Wii;2010;Misc;THQ;167;58;0;2;246
630;Final Fantasy V;SNES;1992;Role-Playing;SquareSoft;0;0;243;2;245
631;Final Fantasy Tactics;PS;1997;Role-Playing;SquareSoft;93;12;134;6;245
629;Midnight Club: Los Angeles;PS3;2008;Racing;Take-Two Interactive;155;54;5;31;245
632;Twisted Metal 2;PS;1996;Racing;Sony Computer Entertainment;212;25;0;7;244
633;Halo: Combat Evolved Anniversary;X360;2011;Shooter;Microsoft Game Studios;144;73;4;22;244
634;Need for Speed Carbon: Own the City;PSP;2006;Racing;Electronic Arts;87;98;0;59;244
636;Riven: The Sequel to Myst;PC;1997;Adventure;Red Orb;152;82;0;1;243
635;The Sims: Bustin' Out;PS2;2003;Simulation;Electronic Arts;107;119;0;18;243
639;Ice Hockey;NES;1988;Sports;Nintendo;127;32;78;5;242
637;Tom Clancy's Rainbow Six: Vegas 2;X360;2008;Shooter;Ubisoft;156;61;2;23;242
638;Sonic Adventure;DC;1998;Platform;Sega;126;61;46;8;242
640;pro evolution soccer 2011;PS3;2010;Sports;Konami Digital Entertainment;29;118;54;41;242
645;Need for Speed: ProStreet;PS2;2007;Racing;Electronic Arts;69;0;4;168;241
641;Dragon Ball Z: Budokai 2;PS2;2003;Fighting;Atari;163;22;51;6;241
642;ATV Offroad Fury;PS2;2001;Racing;Sony Computer Entertainment;207;26;0;8;241
643;Dino Crisis;PS;1998;Action;Capcom;81;76;7;14;241
644;Minecraft;XOne;2014;Misc;Microsoft Game Studios;143;76;0;22;241
646;Madden NFL 16;XOne;2015;Sports;Electronic Arts;207;8;0;26;24
649;Theme Hospital;PC;1997;Strategy;Electronic Arts;23;1;0;0;24
648;Pro Wrestling;NES;1987;Fighting;Nintendo;77;18;142;3;24
647;Tetris Plus;PS;1996;Puzzle;JVC;21;24;0;7;24
652;Zumba Fitness;X360;2010;Sports;505 Games;174;48;0;18;239
657;Dead Island;X360;2011;Action;Deep Silver;148;71;0;2;239
655;Monopoly;PC;1994;Misc;Hasbro Interactive;149;81;0;1;239
656;Batman: Arkham Origins;PS3;2013;Action;Warner Bros. Interactive Entertainment;107;87;4;4;239
651;Need for Speed (2015);PS4;2015;Racing;Electronic Arts;49;149;5;36;239
664;Madden NFL 11;PS3;2010;Sports;Electronic Arts;204;15;0;19;238
661;WCW/nWo Revenge;N64;1998;Fighting;THQ;194;39;3;2;238
660;Kinect: Disneyland Adventures;X360;2011;Misc;Microsoft Game Studios;173;46;2;18;238
663;NBA 2K15;PS4;2014;Sports;Take-Two Interactive;146;54;1;37;238
658;Guitar Hero;PS2;2005;Misc;RedOctane;167;61;3;7;238
